what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.ti.ccstudio.system.setup.ui,5.1.0.201106301400,"com.ti.ccstudio.system.setup.ui",1334464168363
stopped,bundle,com.ti.ccstudio.debug,5.1.0.201106301400,"com.ti.ccstudio.debug",1334464168379
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.0.201105021546,"org.eclipse.cdt.dsf.gdb",1334464168379
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201105021546,"org.eclipse.cdt.launch",1334464168379
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.0.201105021546,"org.eclipse.cdt.debug.ui",1334464168379
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201105021546,"org.eclipse.cdt.debug.ui.memory.traditional",1334464168379
stopped,bundle,com.ti.ccstudio.debug.dsf.extensions,5.1.0.201106301400,"com.ti.ccstudio.debug.dsf.extensions",1334464168379
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201105021546,"org.eclipse.cdt.dsf",1334464168394
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201105021546,"org.eclipse.cdt.debug.core",1334464168394
stopped,bundle,org.eclipse.linuxtools.cdt.autotools,2.0.0.201102011614,"org.eclipse.linuxtools.cdt.autotools",1334464168394
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201102011614,"org.eclipse.linuxtools.cdt.autotools.ui",1334464168394
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.1.201102011614,"org.eclipse.linuxtools.cdt.autotools.core",1334464168394
stopped,bundle,org.eclipse.rtsc.xdctools.buildDefinitions,2.1.0.201106301400,"org.eclipse.rtsc.xdctools.buildDefinitions",1334464168394
stopped,bundle,org.eclipse.rtsc.xdctools.buildDefinitions.DSPBIOS_5.31,2.0.0.201106301400,"org.eclipse.rtsc.xdctools.buildDefinitions.DSPBIOS_5.31",1334464168394
stopped,bundle,org.eclipse.rtsc.xdctools.buildDefinitions.DSPBIOS_5.40,2.0.0.201106301400,"org.eclipse.rtsc.xdctools.buildDefinitions.DSPBIOS_5.40",1334464168410
stopped,bundle,com.ti.dvt.rovsupport,3.1.0.201106101153,"com.ti.dvt.rovsupport",1334464168410
stopped,bundle,org.eclipse.rtsc.project.templates,3.22.1.21,"org.eclipse.rtsc.project.templates",1334464168410
stopped,bundle,org.eclipse.rtsc.xdctools.parsers,3.22.1.21,"org.eclipse.rtsc.xdctools.parsers",1334464168410
stopped,bundle,org.eclipse.rtsc.xdctools.model,3.22.1.21,"org.eclipse.rtsc.xdctools.model",1334464168410
stopped,bundle,com.xdais_7_21_00_02,7.21.00.02,"com.xdais_7_21_00_02",1334464168410
